,publication_date,keyword_1,keyword_2,keyword_3
1556,2020-06-10T18:15:13+0000,United States Economy,Federal Reserve System,"Powell, Jerome H"
1557,2020-06-10T19:11:02+0000,George Floyd Protests (2020),Black Lives Matter Movement,Social Media
1558,2020-06-11T13:00:39+0000,Real Estate and Housing (Residential),"Kips Bay (Manhattan, NY)","Greenpoint (Brooklyn, NY)"
1559,2020-06-10T09:00:21+0000,Dancing,Quarantine (Life and Culture),"AILEY, ALVIN, AMERICAN DANCE THEATER"
1560,2020-06-09T09:00:07+0000,Books and Literature,India,All the Way to the Tigers: A Memoir (Book)
1561,2020-06-09T16:05:51+0000,Olympic Games (2020),Paralympic Games,International Olympic Committee
1562,2020-06-09T09:00:20+0000,Restaurants,Delivery Services,Mobile Applications
1563,2020-06-10T04:20:28+0000,Search and Seizure,"Murders, Attempted Murders and Homicides",Federal Bureau of Investigation
1564,2020-06-10T23:19:59+0000,"McLarin, Kim",Love (Emotion),Race and Ethnicity
1565,2020-06-10T22:49:26+0000,Movies,HBO Max,Race and Ethnicity
1566,2020-06-09T14:00:05+0000,Television,Normal People (TV Program),Santa Clarita Diet (TV Program)
1567,2020-06-09T09:00:21+0000,Presidential Election of 2020,United States Politics and Government,Voting and Voters
1568,2020-06-09T23:09:31+0000,Coronavirus (2019-nCoV),Hospitals,Ventilators (Medical)
1569,2020-06-09T18:20:22+0000,India,Coronavirus Reopenings,Labor and Jobs
1570,2020-06-09T09:00:08+0000,Books and Literature,Lynching,Native Americans
1571,2020-06-09T10:00:09+0000,Theater,Race and Ethnicity,Black Lives Matter Movement
1572,2020-06-10T21:45:54+0000,Coronavirus (2019-nCoV),United States Politics and Government,Coronavirus Reopenings
1573,2020-06-09T20:51:53+0000,Comic Books and Strips,"Bukowski, Charles","Fante, John"
1574,2020-06-09T14:07:07+0000,Art,Black Lives Matter Movement,George Floyd Protests (2020)
1575,2020-06-11T07:25:17+0000,Russian Interference in 2016 US Elections and Ties to Trump Associates,United States Politics and Government,Appointments and Executive Changes
1576,2020-06-11T18:01:55+0000,Goldman Sachs Group Inc,1Malaysia Development Berhad (1MDB),Banking and Financial Institutions
1577,2020-06-11T19:58:46+0000,Space and Astronomy,Moon,Ice
1578,2020-06-11T16:18:02+0000,Movies,"Branagh, Kenneth","Colfer, Eoin"
1579,2020-06-11T11:00:09+0000,Movies,Dancing,"Yakin, Boaz"
1580,2020-06-11T23:22:34+0000,Istanbul (Turkey),Turkey,"Topuz, Metin"
1581,2020-06-11T11:11:17+0000,"Mergers, Acquisitions and Divestitures",Facial Recognition Software,United States Economy
1582,2020-06-10T22:55:24+0000,Newspapers,Black People,George Floyd Protests (2020)
1583,2020-06-09T22:46:59+0000,"Bial, Bert",Deaths (Obituaries),Classical Music
1584,2020-06-11T22:00:10+0000,Confederate States of America,Military Bases and Installations,United States Defense and Military Forces
1585,2020-06-10T23:26:45+0000,Federal Reserve System,Interest Rates,Unemployment
1586,2020-06-09T19:12:19+0000,Georgia,Presidential Election of 2020,"Elections, Senate"
1587,2020-06-10T20:34:14+0000,Terrorism,United States Defense and Military Forces,Politics and Government
1588,2020-06-10T09:19:31+0000,"Flags, Emblems and Insignia",United States Politics and Government,Maine
1589,2020-06-10T22:41:34+0000,Inspectors General,Arms Trade,Raytheon Company
1590,2020-06-09T13:00:42+0000,Real Estate and Housing (Residential),Books and Literature,Historic Buildings and Sites
1591,2020-06-11T00:24:13+0000,Police Reform,"Police Brutality, Misconduct and Shootings",George Floyd Protests (2020)
1592,2020-06-09T14:00:10+0000,Classical Music,"Ma, Yo-Yo",Cellos
1593,2020-06-09T09:00:20+0000,ARKANSAS,Books and Literature,Writing and Writers
1594,2020-06-09T01:43:34+0000,Colleges and Universities,"Police Brutality, Misconduct and Shootings",Suits and Litigation (Civil)
1595,2020-06-09T21:14:30+0000,Race and Ethnicity,United States Defense and Military Forces,George Floyd Protests (2020)
1596,2020-06-09T15:15:53+0000,Boats and Boating,Historic Buildings and Sites,World War II (1939-45)
1597,2020-06-09T20:23:44+0000,Monuments and Memorials (Structures),Black Lives Matter Movement,George Floyd Protests (2020)
1598,2020-06-09T11:00:07+0000,Classical Music,Salzburg Festival,Opera
1599,2020-06-11T16:18:02+0000,Movies,"Branagh, Kenneth","Colfer, Eoin"
1600,2020-06-11T11:00:09+0000,Movies,Dancing,"Yakin, Boaz"
1601,2020-06-11T23:22:34+0000,Istanbul (Turkey),Turkey,"Topuz, Metin"
1602,2020-06-11T22:01:19+0000,Georgia,Voting Machines,Voting and Voters
1603,2020-06-11T19:38:52+0000,Presidential Election of 2020,United States Politics and Government,United States Economy
1604,2020-06-11T22:00:10+0000,Confederate States of America,Military Bases and Installations,United States Defense and Military Forces
1605,2020-06-11T19:56:09+0000,Books and Literature,Copyrights and Copyright Violations,Computers and the Internet
1606,2020-06-10T19:11:02+0000,George Floyd Protests (2020),Black Lives Matter Movement,Social Media
1607,2020-06-11T13:00:39+0000,Real Estate and Housing (Residential),"Kips Bay (Manhattan, NY)","Greenpoint (Brooklyn, NY)"
1608,2020-06-10T09:00:21+0000,Dancing,Quarantine (Life and Culture),"AILEY, ALVIN, AMERICAN DANCE THEATER"
1609,2020-06-11T20:22:33+0000,Deaths (Obituaries),Coronavirus (2019-nCoV),ACTORS AND ACTRESSES
1610,2020-06-09T21:30:04+0000,"Floyd, George (d 2020)",Funerals and Memorials,Black Lives Matter Movement
1611,2020-06-10T22:55:24+0000,Newspapers,Black People,George Floyd Protests (2020)
1612,2020-06-11T09:04:56+0000,Theater,Coronavirus Reopenings,Stuttgart State Theaters
1613,2020-06-11T22:45:49+0000,United States Economy,Stocks and Bonds,Coronavirus (2019-nCoV)
1614,2020-06-11T13:07:32+0000,Wolves,Dogs,Marriages
1615,2020-06-11T09:00:40+0000,Oil (Petroleum) and Gasoline,"Prices (Fares, Fees and Rates)",Taxation
1616,2020-06-11T21:11:52+0000,United States Politics and Government,Monuments and Memorials (Structures),Civil War (US) (1861-65)
1617,2020-06-09T19:12:19+0000,Georgia,Presidential Election of 2020,"Elections, Senate"
1618,2020-06-10T20:34:14+0000,Terrorism,United States Defense and Military Forces,Politics and Government
1619,2020-06-10T22:41:34+0000,Inspectors General,Arms Trade,Raytheon Company
1620,2020-06-09T09:00:20+0000,ARKANSAS,Books and Literature,Writing and Writers
1621,2020-06-09T20:23:44+0000,Monuments and Memorials (Structures),Black Lives Matter Movement,George Floyd Protests (2020)
1622,2020-06-09T22:51:30+0000,Coronavirus Reopenings,Movies,AMC Entertainment Holding Inc.
1623,2020-06-09T00:01:54+0000,Oceans and Seas,Submarines and Submersibles,"Vescovo, Victor L"
1624,2020-06-10T07:00:13+0000,United States Economy,Interest Rates,Stimulus (Economic)
1625,2020-06-10T18:15:13+0000,United States Economy,Federal Reserve System,"Powell, Jerome H"
1626,2020-06-10T18:15:13+0000,United States Economy,Federal Reserve System,"Powell, Jerome H"
1627,2020-06-11T13:07:32+0000,Wolves,Dogs,Marriages
1628,2020-06-11T09:00:40+0000,Oil (Petroleum) and Gasoline,"Prices (Fares, Fees and Rates)",Taxation
1629,2020-06-11T21:11:52+0000,United States Politics and Government,Monuments and Memorials (Structures),Civil War (US) (1861-65)
1630,2020-06-10T19:10:29+0000,Layoffs and Job Reductions,Paid Time Off,Labor and Jobs
1631,2020-06-11T18:02:06+0000,Plastics,AIR POLLUTION,Environment
1632,2020-06-10T09:00:15+0000,Vitamins,Coronavirus (2019-nCoV),Tests (Medical)
1633,2020-06-09T22:57:15+0000,"Guzman, Julio (1955-2020)",Deaths (Obituaries),Coronavirus (2019-nCoV)
1634,2020-06-11T11:11:17+0000,"Mergers, Acquisitions and Divestitures",Facial Recognition Software,United States Economy
1635,2020-06-11T18:57:20+0000,George Floyd Protests (2020),Black Lives Matter Movement,Black People
1636,2020-06-09T13:25:17+0000,Music,Coronavirus (2019-nCoV),Bavarian Radio Chorus
1637,2020-06-11T07:00:12+0000,Parties (Social),Philanthropy,Design
1638,2020-06-10T17:02:11+0000,Music,"ANIKULAPO-KUTI, FELA","Kuti, Seun"
1639,2020-06-11T17:17:28+0000,Movies,Music,"Ellington, Duke"
1640,2020-06-09T09:00:13+0000,Coronavirus (2019-nCoV),Quarantines,Contact Tracing (Public Health)
1641,2020-06-10T17:20:13+0000,Books and Literature,United States Politics and Government,Classified Information and State Secrets
1642,2020-06-10T17:46:01+0000,United States Defense and Military Forces,George Floyd Protests (2020),Monuments and Memorials (Structures)
1643,2020-06-10T17:59:33+0000,Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry,Corruption (Institutional),Coronavirus (2019-nCoV)
1644,2020-06-09T20:57:37+0000,Presidential Election of 2020,Primaries and Caucuses,Elections
1645,2020-06-11T09:00:08+0000,Books and Literature,Writing and Writers,"Telgemeier, Raina"
1646,2020-06-11T21:56:15+0000,Monuments and Memorials (Structures),George Floyd Protests (2020),Civil War (US) (1861-65)
1647,2020-06-11T19:23:46+0000,Writing and Writers,Movies,Books and Literature
1648,2020-06-10T19:10:29+0000,Layoffs and Job Reductions,Paid Time Off,Labor and Jobs
1649,2020-06-10T09:23:19+0000,New York City,Police Department (NYC),George Floyd Protests (2020)
1650,2020-06-11T09:00:23+0000,Games,Parties (Social),Group Therapy (Game)
1651,2020-06-11T13:30:09+0000,Real Estate and Housing (Residential),Fort Lee (NJ),"Hell's Kitchen (Manhattan, NY)"
1652,2020-06-09T09:00:07+0000,Books and Literature,India,All the Way to the Tigers: A Memoir (Book)
1653,2020-06-11T18:02:06+0000,Plastics,AIR POLLUTION,Environment
1654,2020-06-09T09:00:02+0000,Art,Posters,Cooking and Cookbooks
1655,2020-06-09T22:57:15+0000,"Guzman, Julio (1955-2020)",Deaths (Obituaries),Coronavirus (2019-nCoV)
1656,2020-06-10T09:00:15+0000,Vitamins,Coronavirus (2019-nCoV),Tests (Medical)
1657,2020-06-09T17:17:13+0000,Robberies and Thefts,"Berman, Geoffrey S","Shea, Dermot F (1969- )"
1658,2020-06-11T16:58:55+0000,Deaths (Obituaries),Coronavirus (2019-nCoV),Books and Literature
1659,2020-06-10T09:00:21+0000,Black People,Discrimination,Road Trips
1660,2020-06-10T09:33:06+0000,Coronavirus (2019-nCoV),Economic Conditions and Trends,Standard & Poor's 500-Stock Index
1661,2020-06-11T13:13:43+0000,United States Economy,Layoffs and Job Reductions,Unemployment
1662,2020-06-09T09:00:07+0000,"Trump, Donald J","Biden, Joseph R Jr",Presidential Election of 2020
1663,2020-06-09T11:05:08+0000,Police,George Floyd Protests (2020),"Biden, Joseph R Jr"
1664,2020-06-11T00:10:33+0000,"Cotton, Tom",George Floyd Protests (2020),New York Times
1665,2020-06-10T05:00:14+0000,Brazil,"Bolsonaro, Jair (1955- )",Politics and Government
1666,2020-06-09T23:15:00+0000,Tests (Medical),Coronavirus (2019-nCoV),Antibodies
1667,2020-06-11T14:54:58+0000,Playgrounds,Coronavirus (2019-nCoV),Parenting
1668,2020-06-10T02:33:13+0000,Coronavirus (2019-nCoV),Workplace Environment,ARCHITECTURE
1669,2020-06-11T04:58:49+0000,George Floyd Protests (2020),Monuments and Memorials (Structures),Civil War (US) (1861-65)
1670,2020-06-11T00:22:08+0000,"Trump, Donald J",Military Bases and Installations,"Names, Organizational"
1671,2020-06-09T00:26:37+0000,"Trump, Donald J",George Floyd Protests (2020),"Biden, Joseph R Jr"
1672,2020-06-11T18:00:19+0000,Republican Party,Republican National Convention,Presidential Election of 2020
1673,2020-06-10T12:51:02+0000,Small Business,Small Business Administration,"Coronavirus Aid, Relief, and Economic Security Act (2020)"
1674,2020-06-09T20:01:37+0000,Facebook Inc,Online Advertising,Social Media
1675,2020-06-10T20:09:27+0000,Ford Foundation,Kellogg Foundation,Mellon Foundation
1676,2020-06-10T15:26:12+0000,"Hirschman, Ann (1946- )",Emergency Medical Treatment,George Floyd Protests (2020)
1677,2020-06-10T15:11:50+0000,Face,Women and Girls,Masks
1678,2020-06-11T22:09:41+0000,Coronavirus (2019-nCoV),Immune System,Drugs (Pharmaceuticals)
1679,2020-06-11T09:00:43+0000,Coronavirus (2019-nCoV),Single Persons,Dating and Relationships
1680,2020-06-09T23:35:09+0000,Senate,Republican Party,Twitter
1681,2020-06-09T19:30:01+0000,Parenting,Social Media,Discrimination
1682,2020-06-10T01:53:23+0000,National Nurses United,Nursing and Nurses,Coronavirus (2019-nCoV)
1683,2020-06-09T21:48:17+0000,Coronavirus (2019-nCoV),Coronavirus Reopenings,Epidemics
1684,2020-06-10T17:17:52+0000,"Demonstrations, Protests and Riots",Monuments and Memorials (Structures),George Floyd Protests (2020)
1685,2020-06-10T00:31:11+0000,Cops (TV Program),Police,Criminal Justice
1686,2020-06-09T09:00:24+0000,Coronavirus (2019-nCoV),Tests (Medical),Nursing Homes
1687,2020-06-10T10:55:06+0000,Restaurants,George Floyd Protests (2020),Initial Public Offerings
1688,2020-06-10T09:00:14+0000,George Floyd Protests (2020),Minneapolis (Minn),"Police Brutality, Misconduct and Shootings"
1689,2020-06-10T03:34:59+0000,Wall Street Journal,"Baker, Gerard","Gigot, Paul A"
1690,2020-06-10T17:09:12+0000,"McCann, Madeleine",Algarve (Portugal),Sex Crimes
1691,2020-06-09T23:14:30+0000,Soccer,United States Soccer Federation,United States National Anthem Protests (2016- )
1692,2020-06-09T11:12:56+0000,United States Economy,Coronavirus (2019-nCoV),Recession and Depression
1693,2020-06-09T09:00:24+0000,Coronavirus (2019-nCoV),Tests (Medical),Nursing Homes
1694,2020-06-10T00:22:18+0000,Palestinians,Israeli Settlements,"Netanyahu, Benjamin"
1695,2020-06-09T14:17:05+0000,AMAZON.COM INC,Workplace Hazards and Violations,Coronavirus Reopenings
1696,2020-06-10T20:17:32+0000,Deaths (Obituaries),Coronavirus (2019-nCoV),Drugs (Pharmaceuticals)
1697,2020-06-11T18:34:23+0000,Deaths (Obituaries),Coronavirus (2019-nCoV),Middle East and Africa Migrant Crisis
1698,2020-06-09T12:05:58+0000,Books and Literature,Poetry and Poets,Island of the Innocent: A Consideration of the Book of Job (Book)
1699,2020-06-11T22:34:28+0000,"Elections, House of Representatives",Politics and Government,City Council (NYC)
1700,2020-06-11T20:43:18+0000,Politics and Government,Military Bases and Installations,"Trump, Donald J"
1701,2020-06-09T19:07:44+0000,The Margot Affair: A Novel (Book),Books and Literature,"Lemoine, Sanae"
1702,2020-06-11T18:05:02+0000,George Floyd Protests (2020),Black Lives Matter Movement,Marriages
1703,2020-06-09T09:00:02+0000,Clinical Trials,Vaccination and Immunization,Coronavirus (2019-nCoV)
1704,2020-06-10T03:34:59+0000,Wall Street Journal,"Baker, Gerard","Gigot, Paul A"
1705,2020-06-10T22:16:45+0000,Georgia,Presidential Election of 2020,"Elections, Senate"
1706,2020-06-11T16:12:33+0000,Relocation of Business,Unilever NV,Great Britain
1707,2020-06-09T19:18:54+0000,Humanitarian Aid,Coronavirus (2019-nCoV),Ventilators (Medical)
1708,2020-06-11T23:29:25+0000,"Murders, Attempted Murders and Homicides",Mental Health and Disorders,Paso Robles (Calif)
1709,2020-06-10T17:05:06+0000,"Flynn, Michael T","Barr, William P","Gleeson, John"
1710,2020-06-11T18:09:48+0000,Coronavirus (2019-nCoV),Ohio,Race and Ethnicity
1711,2020-06-10T15:11:50+0000,Face,Women and Girls,Masks
1712,2020-06-10T03:34:59+0000,Wall Street Journal,"Baker, Gerard","Gigot, Paul A"
1713,2020-06-09T20:47:03+0000,Television,Warner Brothers,The Flash (TV Program)
1714,2020-06-09T09:00:20+0000,Muslim Americans,Discrimination,Muslims and Islam
1715,2020-06-10T10:55:06+0000,Restaurants,George Floyd Protests (2020),Initial Public Offerings
1716,2020-06-10T00:03:43+0000,Slogans and Mottoes,Race and Ethnicity,Constitutions
1717,2020-06-10T00:22:18+0000,Palestinians,Israeli Settlements,"Netanyahu, Benjamin"
1718,2020-06-10T09:00:10+0000,Grandparents,Children and Childhood,Death and Dying
1719,2020-06-09T09:00:24+0000,Coronavirus (2019-nCoV),Tests (Medical),Nursing Homes
1720,2020-06-10T10:00:32+0000,"Police Brutality, Misconduct and Shootings",Funerals and Memorials,"Sharpton, Al"
1721,2020-06-09T23:35:09+0000,Senate,Republican Party,Twitter
1722,2020-06-10T21:57:52+0000,Computer Vision,Facial Recognition Software,Computers and the Internet
1723,2020-06-11T09:00:17+0000,Poetry and Poets,Books and Literature,Youth
1724,2020-06-09T19:18:54+0000,Humanitarian Aid,Coronavirus (2019-nCoV),Ventilators (Medical)
1725,2020-06-11T23:29:25+0000,"Murders, Attempted Murders and Homicides",Mental Health and Disorders,Paso Robles (Calif)
1726,2020-06-11T23:50:28+0000,"Trump, Donald J","Biden, Joseph R Jr",George Floyd Protests (2020)
1727,2020-06-11T18:41:59+0000,Confederate States of America,Military Bases and Installations,"Names, Organizational"
1728,2020-06-11T22:46:59+0000,Golf,Coronavirus Reopenings,PGA Tour Inc
1729,2020-06-11T19:28:20+0000,George Floyd Protests (2020),"Police Brutality, Misconduct and Shootings",Black Lives Matter Movement
1730,2020-06-11T09:00:03+0000,Real Estate and Housing (Residential),"Morris Heights (Bronx, NY)","Mott Haven (Bronx, NY)"
1731,2020-06-09T12:05:58+0000,Books and Literature,Poetry and Poets,Island of the Innocent: A Consideration of the Book of Job (Book)
1732,2020-06-11T18:41:59+0000,Confederate States of America,Military Bases and Installations,"Names, Organizational"
1733,2020-06-11T22:46:59+0000,Golf,Coronavirus Reopenings,PGA Tour Inc
1734,2020-06-10T17:49:46+0000,Black People,Colleges and Universities,Black Lives Matter Movement
1735,2020-06-11T20:00:12+0000,"Williams, Jumaane D","Adams, Eric L",George Floyd Protests (2020)
1736,2020-06-11T18:05:02+0000,George Floyd Protests (2020),Black Lives Matter Movement,Marriages
1737,2020-06-11T19:28:20+0000,George Floyd Protests (2020),"Police Brutality, Misconduct and Shootings",Black Lives Matter Movement
1738,2020-06-11T13:00:45+0000,Real Estate and Housing (Residential),Maplewood (NJ),Port Washington (NY)
1739,2020-06-10T09:00:19+0000,George Floyd Protests (2020),Black Lives Matter Movement,"Police Brutality, Misconduct and Shootings"
1740,2020-06-11T17:32:32+0000,The King of Staten Island (Movie),"Davidson, Pete (1993- )","APATOW, JUDD"
1741,2020-06-11T12:47:36+0000,Mines and Mining,Indigenous Australians,Demolition
