,publication_date,keyword_1,keyword_2,keyword_3
5668,2020-03-27T18:31:14+0000,Hygiene and Cleanliness,Coronavirus (2019-nCoV),"Cleansers, Detergents and Soaps"
5669,2020-03-25T18:46:21+0000,Coronavirus (2019-nCoV),Quarantines,States (US)
5670,2020-03-25T09:00:13+0000,Parenting,Epidemics,Coronavirus (2019-nCoV)
5671,2020-03-25T18:53:42+0000,Coronavirus (2019-nCoV),Stimulus (Economic),Law and Legislation
5672,2020-03-26T09:00:04+0000,Books and Literature,"Saltz, Jerry (1951- )",How to Be an Artist (Book)
5673,2020-03-26T11:00:05+0000,Movies,"Marks, Hannah (1993- )","Kasulke, Benjamin (1977- )"
5674,2020-03-26T20:38:33+0000,Coronavirus (2019-nCoV),Blood Donation,ANTIBODIES
5675,2020-03-27T00:37:09+0000,Coronavirus (2019-nCoV),ABORTION,Birth Control and Family Planning
5676,2020-03-25T09:00:02+0000,Cooking and Cookbooks,Brittany (France),Recipes
5677,2020-03-27T15:39:09+0000,Travel and Vacations,"National Parks, Monuments and Seashores",Parks and Other Recreation Areas
5678,2020-03-27T09:00:09+0000,Books and Literature,Poetry and Poets,The Absurd Man: Poems (Book)
5679,2020-03-27T09:00:27+0000,Photography,Coronavirus (2019-nCoV),Protective Clothing and Gear
5680,2020-03-27T23:01:05+0000,"Sears, John",Deaths (Obituaries),"Reagan, Ronald Wilson"
5681,2020-03-27T16:10:05+0000,Coronavirus (2019-nCoV),Pregnancy and Childbirth,New York-Presbyterian Hospital
5682,2020-03-26T14:34:22+0000,Cooking and Cookbooks,Coronavirus (2019-nCoV),Quarantines
5683,2020-03-27T23:40:13+0000,Coronavirus (2019-nCoV),Shutdowns (Institutional),Layoffs and Job Reductions
5684,2020-03-27T23:00:08+0000,United States Economy,Labor and Jobs,Layoffs and Job Reductions
5685,2020-03-27T16:54:45+0000,Coronavirus (2019-nCoV),"Dobbs, Lou","Trump, Donald J"
5686,2020-03-26T10:12:34+0000,Theater,Computers and the Internet,Munchner Kammerspiele
5687,2020-03-26T17:04:07+0000,Theater,Coronavirus (2019-nCoV),Computers and the Internet
5688,2020-03-27T09:00:09+0000,Coronavirus (2019-nCoV),Ventilators (Medical),Respiratory Diseases
5689,2020-03-25T18:53:42+0000,Coronavirus (2019-nCoV),Stimulus (Economic),Law and Legislation
5690,2020-03-26T09:00:15+0000,Movies,Air Force One (Movie),Deep Impact (Movie)
5691,2020-03-26T18:33:17+0000,Television,"Heidecker, Tim","Wareheim, Eric"
5692,2020-03-26T23:08:00+0000,Quarantines,Coronavirus (2019-nCoV),Deaths (Fatalities)
5693,2020-03-26T22:02:59+0000,China,Politics and Government,Communist Party of China
5694,2020-03-26T22:34:51+0000,Social Media,Coronavirus (2019-nCoV),Weave: The Social Fabric Project
5695,2020-03-26T07:00:08+0000,Movies,ACTORS AND ACTRESSES,Suits and Litigation (Civil)
5696,2020-03-27T00:37:09+0000,Coronavirus (2019-nCoV),ABORTION,Birth Control and Family Planning
5697,2020-03-25T09:00:02+0000,Cooking and Cookbooks,Brittany (France),Recipes
5698,2020-03-27T15:39:09+0000,Travel and Vacations,"National Parks, Monuments and Seashores",Parks and Other Recreation Areas
5699,2020-03-27T09:00:09+0000,Books and Literature,Poetry and Poets,The Absurd Man: Poems (Book)
5700,2020-03-26T20:38:33+0000,Coronavirus (2019-nCoV),Blood Donation,ANTIBODIES
5701,2020-03-25T07:03:27+0000,"Coronavirus Aid, Relief, and Economic Security Act (2020)",Coronavirus (2019-nCoV),Stimulus (Economic)
5702,2020-03-27T18:09:01+0000,Coronavirus (2019-nCoV),Quarantines,Shutdowns (Institutional)
5703,2020-03-27T17:00:08+0000,Black People,Social Media,Hair
5704,2020-03-26T18:18:54+0000,Interior Design and Furnishings,Real Estate and Housing (Residential),Furniture
5705,2020-03-27T20:30:01+0000,"Finder, Alan",Deaths (Obituaries),New York Times
5706,2020-03-26T22:13:59+0000,Fashion and Apparel,Pajamas,Entireworld (Fashion Label)
5707,2020-03-27T09:59:39+0000,Quarantines,Coronavirus (2019-nCoV),"Zimmer, Carl"
5708,2020-03-27T23:08:07+0000,Coronavirus (2019-nCoV),Music,Jazz
5709,2020-03-26T15:54:31+0000,Endangered and Extinct Species,Hippopotamuses,ANIMALS
5710,2020-03-27T11:41:32+0000,Coronavirus (2019-nCoV),Great Britain,"Johnson, Boris"
5711,2020-03-27T21:38:47+0000,Coronavirus (2019-nCoV),RealReal Inc,Layoffs and Job Reductions
5712,2020-03-27T13:12:52+0000,Coronavirus (2019-nCoV),Quarantines,Labor and Jobs
5713,2020-03-26T16:00:08+0000,Dinosaurs,Paleontology,Fossils
5714,2020-03-27T20:30:08+0000,Animal Behavior,Dogs,Pets
5715,2020-03-27T18:46:34+0000,Dancing,Television,Law & Order: Special Victims Unit (TV Program)
5716,2020-03-25T21:11:34+0000,Love (Emotion),Podcasts,Dating and Relationships
5717,2020-03-27T18:41:01+0000,"Worley, Kate",Comic Books and Strips,Writing and Writers
5718,2020-03-26T16:57:12+0000,Coronavirus (2019-nCoV),ALZHEIMER'S DISEASE,Dementia
5719,2020-03-27T22:45:23+0000,"WYNN, JIMMY",Deaths (Obituaries),Baseball
5720,2020-03-27T09:00:29+0000,Cooking and Cookbooks,Families and Family Life,Easter and Holy Week
5721,2020-03-27T19:08:01+0000,Coronavirus (2019-nCoV),"Andrade's Catch (Bristol, RI, Retailer)",Clams
5722,2020-03-27T18:43:57+0000,Coronavirus (2019-nCoV),Quarantines,Epidemics
5723,2020-03-27T00:10:49+0000,Ventilators (Medical),Factories and Manufacturing,Government Contracts and Procurement
5724,2020-03-27T15:11:05+0000,"Banfield-Norris, Adrienne",Red Table Talk (TV Program),"Smith, Jada Pinkett"
5725,2020-03-29T15:03:09+0000,Coronavirus (2019-nCoV),Epidemics,"Cuomo, Andrew M"
5726,2020-03-27T19:51:16+0000,Wisconsin,"Evers, Tony (1951- )",Primaries and Caucuses
5727,2020-03-27T16:23:42+0000,Children and Childhood,Parenting,Education (K-12)
5728,2020-03-27T15:11:05+0000,"Banfield-Norris, Adrienne",Red Table Talk (TV Program),"Smith, Jada Pinkett"
5729,2020-03-27T09:00:29+0000,Hiring and Promotion,Labor and Jobs,Coronavirus (2019-nCoV)
5730,2020-03-27T04:00:06+0000,Love (Emotion),Families and Family Life,Coronavirus (2019-nCoV)
5731,2020-03-27T16:41:40+0000,Coronavirus (2019-nCoV),Banking and Financial Institutions,Mortgages
5732,2020-03-27T19:34:29+0000,Coronavirus (2019-nCoV),Tests (Medical),Fever
5733,2020-03-27T21:02:02+0000,Coronavirus (2019-nCoV),Shutdowns (Institutional),Quarantines
5734,2020-03-27T01:15:46+0000,Medical Schools,Coronavirus (2019-nCoV),Graduate Schools and Students
5735,2020-03-27T11:09:21+0000,Coronavirus (2019-nCoV),New York State,New York City
5736,2020-03-27T21:44:04+0000,Coronavirus (2019-nCoV),BlackRock Inc,Federal Reserve System
5737,2020-03-27T23:48:36+0000,Coronavirus (2019-nCoV),Epidemics,"Trump, Donald J"
5738,2020-03-28T22:24:37+0000,Layoffs and Job Reductions,Coronavirus (2019-nCoV),ADVERTISING AND MARKETING
5739,2020-03-28T16:51:55+0000,Colleges and Universities,Grading of Students,Coronavirus (2019-nCoV)
5740,2020-03-28T13:16:17+0000,Coronavirus (2019-nCoV),Basketball,Parties (Social)
5741,2020-03-29T17:36:33+0000,Skiing,Coronavirus (2019-nCoV),Quarantines
5742,2020-03-29T14:27:27+0000,AIRLINES AND AIRPLANES,"Aviation Accidents, Safety and Disasters",Manila (Philippines)
5743,2020-03-27T09:00:11+0000,Families and Family Life,Parenting,Travel and Vacations
5744,2020-03-27T00:10:49+0000,Ventilators (Medical),Factories and Manufacturing,Government Contracts and Procurement
5745,2020-03-27T23:13:07+0000,Baseball,Coronavirus (2019-nCoV),Major League Baseball
5746,2020-03-27T23:14:30+0000,Coronavirus (2019-nCoV),Infertility,Egg Donation and Freezing
5747,2020-03-27T22:14:08+0000,Coronavirus (2019-nCoV),Roman Catholic Church,Francis
5748,2020-03-27T11:09:21+0000,Coronavirus (2019-nCoV),New York State,New York City
5749,2020-03-27T16:57:25+0000,South Africa,"Ramaphosa, Cyril",Kenya
5750,2020-03-27T11:00:17+0000,Arts and Antiquities Looting,Museums,Kunstmuseum Basel
5751,2020-03-27T21:44:04+0000,Coronavirus (2019-nCoV),BlackRock Inc,Federal Reserve System
5752,2020-03-27T20:24:20+0000,Coronavirus (2019-nCoV),Ships and Shipping,Quarantines
5753,2020-03-27T09:00:16+0000,Coronavirus (2019-nCoV),Stimulus (Economic),Law and Legislation
5754,2020-03-27T17:57:00+0000,"Blum, Mark",Deaths (Obituaries),ACTORS AND ACTRESSES
5755,2020-03-29T22:53:13+0000,Coronavirus (2019-nCoV),Rationing and Allocation of Resources,Post-Traumatic Stress Disorder
5756,2020-03-29T19:15:28+0000,ARCHITECTURE,AREA PLANNING AND RENEWAL,City College of New York
5757,2020-03-27T04:01:11+0000,Agriculture and Farming,Coronavirus (2019-nCoV),Politics and Government
5758,2020-03-27T14:30:17+0000,ALZHEIMER'S DISEASE,Aspirin,Dementia
5759,2020-03-28T23:06:01+0000,"Sides, Evelyn (Vadie)",Missing Persons,Children and Childhood
5760,2020-03-27T19:34:29+0000,Coronavirus (2019-nCoV),Tests (Medical),Fever
5761,2020-03-27T14:06:51+0000,Coronavirus (2019-nCoV),Lungs,AIR POLLUTION
5762,2020-03-27T21:02:02+0000,Coronavirus (2019-nCoV),Shutdowns (Institutional),Quarantines
5763,2020-03-28T12:02:10+0000,AFGHANISTAN,Terrorism,Afghanistan War (2001- )
5764,2020-03-27T20:21:04+0000,Coronavirus (2019-nCoV),Greenhouse Gas Emissions,Fuel Emissions (Transportation)
5765,2020-03-29T19:18:44+0000,Coronavirus (2019-nCoV),Epidemics,Politics and Government
5766,2020-03-29T09:00:18+0000,Islamic State West African Province,French Foreign Legion,"Macron, Emmanuel (1977- )"
5767,2020-03-29T05:28:17+0000,Coronavirus (2019-nCoV),India,"Modi, Narendra"
5768,2020-03-27T09:00:19+0000,United States Economy,Inaugurations,New Deal (1930's)
5769,2020-03-28T16:51:55+0000,Colleges and Universities,Grading of Students,Coronavirus (2019-nCoV)
5770,2020-03-29T16:00:04+0000,Prisons and Prisoners,Coronavirus (2019-nCoV),Colleges and Universities
5771,2020-03-28T13:16:17+0000,Coronavirus (2019-nCoV),Basketball,Parties (Social)
5772,2020-03-29T17:36:33+0000,Skiing,Coronavirus (2019-nCoV),Quarantines
5773,2020-03-29T14:27:27+0000,AIRLINES AND AIRPLANES,"Aviation Accidents, Safety and Disasters",Manila (Philippines)
5774,2020-03-28T14:47:41+0000,Taxation,Coronavirus (2019-nCoV),Global Warming
5775,2020-03-29T05:28:17+0000,Coronavirus (2019-nCoV),India,"Modi, Narendra"
5776,2020-03-27T14:36:52+0000,Pop and Rock Music,Rap and Hip-Hop,Jazz
5777,2020-03-27T15:37:18+0000,Cooking and Cookbooks,Bakeries and Baked Products,Butter
5778,2020-03-28T09:00:09+0000,Coronavirus (2019-nCoV),Language and Languages,Viruses
5779,2020-03-28T21:22:52+0000,"Mantilla, Ray (1934-2020)",Deaths (Obituaries),Music
5780,2020-03-29T15:03:09+0000,Coronavirus (2019-nCoV),Epidemics,"Cuomo, Andrew M"
5781,2020-03-28T22:27:36+0000,Fires and Firefighters,Deaths (Fatalities),ACCIDENTS AND SAFETY
5782,2020-03-27T09:00:19+0000,United States Economy,Inaugurations,New Deal (1930's)
5783,2020-03-29T16:00:04+0000,Prisons and Prisoners,Coronavirus (2019-nCoV),Colleges and Universities
5784,2020-03-29T09:00:18+0000,Islamic State West African Province,French Foreign Legion,"Macron, Emmanuel (1977- )"
5785,2020-03-27T04:01:11+0000,Agriculture and Farming,Coronavirus (2019-nCoV),Politics and Government
5786,2020-03-27T14:30:17+0000,ALZHEIMER'S DISEASE,Aspirin,Dementia
5787,2020-03-29T19:15:28+0000,ARCHITECTURE,AREA PLANNING AND RENEWAL,City College of New York
5788,2020-03-29T08:39:35+0000,Presidential Election of 2020,Campaign Finance,United States Politics and Government
5789,2020-03-29T17:52:13+0000,Russian Interference in 2016 US Elections and Ties to Trump Associates,Social Media,Presidential Election of 2020
5790,2020-03-28T23:32:38+0000,Education (K-12),Families and Family Life,Coronavirus (2019-nCoV)
5791,2020-03-27T20:22:57+0000,Coronavirus (2019-nCoV),"Darhan, Fatehi",Unemployment
5792,2020-03-27T17:57:00+0000,"Blum, Mark",Deaths (Obituaries),ACTORS AND ACTRESSES
5793,2020-03-27T19:51:18+0000,Parenting,Child Custody and Support,"Divorce, Separations and Annulments"
5794,2020-03-28T23:06:01+0000,"Sides, Evelyn (Vadie)",Missing Persons,Children and Childhood
5795,2020-03-29T09:00:10+0000,Coronavirus (2019-nCoV),Ventilators (Medical),Epidemics
5796,2020-03-29T04:04:26+0000,Coronavirus (2019-nCoV),Quarantines,Deaths (Fatalities)
5797,2020-03-27T21:11:14+0000,Books and Literature,Book Trade and Publishing,Writing and Writers
5798,2020-03-29T22:53:13+0000,Coronavirus (2019-nCoV),Rationing and Allocation of Resources,Post-Traumatic Stress Disorder
5799,2020-03-29T15:00:09+0000,Comedy and Humor,Social Media,"Stalter, Meg"
5800,2020-03-28T14:50:43+0000,Books and Literature,When Time Stopped: A Memoir of My Father's War and What Remains (Book),"Neumann, Ariana (Author)"
5801,2020-03-27T22:31:56+0000,Coronavirus (2019-nCoV),Masks,Protective Clothing and Gear
5802,2020-03-28T09:00:14+0000,Travel and Vacations,Coronavirus (2019-nCoV),Hotels and Travel Lodgings
5803,2020-03-28T21:30:29+0000,Wines,Coronavirus (2019-nCoV),Quarantines
5804,2020-03-27T09:00:41+0000,Real Estate and Housing (Residential),Condominiums,"Hudson Yards (Manhattan, NY)"
5805,2020-03-27T04:00:10+0000,Politics and Government,Deaths (Fatalities),Coronavirus (2019-nCoV)
5806,2020-03-27T18:46:01+0000,Tests (Medical),Coronavirus (2019-nCoV),Fever
5807,2020-03-27T20:55:31+0000,Coronavirus (2019-nCoV),New York City,Hospitals
5808,2020-03-27T00:42:58+0000,Basketball (College),NCAA Basketball Championships (Men),Budgets and Budgeting
5809,2020-03-27T09:00:16+0000,Horses,Gallop NYC,Queens (NYC)
5810,2020-03-27T14:37:17+0000,Coronavirus (2019-nCoV),Quarantines,Shutdowns (Institutional)
5811,2020-03-27T17:09:46+0000,Turkey,Saudi Arabia,"Khashoggi, Jamal"
5812,2020-03-28T00:22:15+0000,Coronavirus (2019-nCoV),United States Politics and Government,"Trump, Donald J"
5813,2020-03-27T20:41:00+0000,Coronavirus (2019-nCoV),Tests (Medical),Heart
5814,2020-03-27T23:53:04+0000,Coronavirus (2019-nCoV),E-Learning,Computers and the Internet
5815,2020-03-29T13:00:07+0000,Real Estate and Housing (Residential),Irvington (NJ),"Upper East Side (Manhattan, NY)"
5816,2020-03-28T11:20:41+0000,Coronavirus (2019-nCoV),New York State,New York City
5817,2020-03-28T09:00:16+0000,Denmark,Economic Conditions and Trends,Nationalization of Industry
5818,2020-03-29T09:00:13+0000,Black People,Art,New York Times
5819,2020-03-28T09:00:17+0000,Coronavirus (2019-nCoV),Tennis,Exercise
5820,2020-03-27T22:30:10+0000,Dogs,Fashion and Apparel,AMERICAN KENNEL CLUB
5821,2020-03-29T19:00:05+0000,Coronavirus (2019-nCoV),Iowa,Rural Areas
5822,2020-03-27T09:00:28+0000,Coronavirus (2019-nCoV),United States Politics and Government,AMAZON.COM INC
5823,2020-03-29T19:42:06+0000,Coronavirus (2019-nCoV),Emergency Medical Treatment,September 11 (2001)
5824,2020-03-27T19:56:51+0000,Coronavirus (2019-nCoV),"Coronavirus Aid, Relief, and Economic Security Act (2020)",Stimulus (Economic)
5825,2020-03-27T22:40:40+0000,Baseball,Major League Baseball,Draft and Recruitment (Sports)
5826,2020-03-29T19:00:06+0000,Coronavirus (2019-nCoV),Liberty University,Lynchburg (Va)
5827,2020-03-29T23:05:51+0000,Coronavirus (2019-nCoV),Tornadoes,Jonesboro (Ark)
5828,2020-03-29T15:28:00+0000,Iraq,Coronavirus (2019-nCoV),Politics and Government
5829,2020-03-28T22:02:20+0000,Coronavirus (2019-nCoV),Civil Rights and Liberties,Rationing and Allocation of Resources
5830,2020-03-28T15:00:06+0000,Virginia,Redistricting and Reapportionment,State Legislatures
5831,2020-03-27T16:26:34+0000,Frauds and Swindling,Computer Security,Dating and Relationships
5832,2020-03-29T19:06:00+0000,Discrimination,Race and Ethnicity,United States Politics and Government
5833,2020-03-27T09:00:14+0000,Wolves,"National Parks, Monuments and Seashores",National Park Service
5834,2020-03-27T17:56:55+0000,"Chang, David (Chef)",Restaurants,Delivery Services
5835,2020-03-27T18:46:01+0000,Tests (Medical),Coronavirus (2019-nCoV),Fever
5836,2020-03-27T20:55:31+0000,Coronavirus (2019-nCoV),New York City,Hospitals
5837,2020-03-27T23:59:15+0000,Politics and Government,Coronavirus (2019-nCoV),Protective Clothing and Gear
5838,2020-03-27T11:00:30+0000,Banking and Financial Institutions,United States Economy,Stocks and Bonds
5839,2020-03-27T13:00:08+0000,Philanthropy,Coronavirus (2019-nCoV),High Net Worth Individuals
5840,2020-03-27T09:00:21+0000,Coronavirus (2019-nCoV),Epidemics,Walking
5841,2020-03-27T19:28:42+0000,Corruption (Institutional),Bribery and Kickbacks,Coronavirus (2019-nCoV)
5842,2020-03-27T09:00:16+0000,Horses,Gallop NYC,Queens (NYC)
5843,2020-03-27T09:02:07+0000,Coronavirus (2019-nCoV),Books and Literature,Epidemics
5844,2020-03-27T18:36:22+0000,Iran,Coronavirus (2019-nCoV),Hospital for Special Surgery
5845,2020-03-27T00:42:58+0000,Basketball (College),NCAA Basketball Championships (Men),Budgets and Budgeting
5846,2020-03-27T09:00:29+0000,"No Limits Cafe (Red Bank, NJ, Restaurant)",Red Bank (NJ),Nonprofit Organizations
5847,2020-03-27T12:00:12+0000,Movies,Frances Ha (Movie),The Incredible Jessica James (Movie)
5848,2020-03-27T10:00:13+0000,Weddings and Engagements,Fashion and Apparel,Indian-Americans
5849,2020-03-29T15:28:00+0000,Iraq,Coronavirus (2019-nCoV),Politics and Government
5850,2020-03-27T21:36:42+0000,Uranus (Planet),Voyager Project,Magnets and Magnetism
5851,2020-03-27T09:00:03+0000,Coronavirus (2019-nCoV),Bergamo (Italy),Italy
5852,2020-03-27T09:00:22+0000,United States Politics and Government,Coronavirus (2019-nCoV),Epidemics
5853,2020-03-27T20:23:26+0000,"Romain, Dez-Ann (1983-2020)",Deaths (Obituaries),Education (K-12)
5854,2020-03-27T20:21:42+0000,"Polanco, Jenny (1958-2020)",Deaths (Obituaries),Fashion and Apparel
5855,2020-03-27T17:31:25+0000,Coronavirus (2019-nCoV),Draft and Recruitment (Sports),Football
5856,2020-03-27T12:00:12+0000,Movies,Frances Ha (Movie),The Incredible Jessica James (Movie)
5857,2020-03-27T10:00:13+0000,Weddings and Engagements,Fashion and Apparel,Indian-Americans
5858,2020-03-28T09:00:17+0000,Coronavirus (2019-nCoV),Tennis,Exercise
5859,2020-03-29T02:20:07+0000,Basketball,New York Knicks,"Dolan, James L"
5860,2020-03-28T11:20:41+0000,Coronavirus (2019-nCoV),New York State,New York City
5861,2020-03-29T13:00:07+0000,Real Estate and Housing (Residential),Irvington (NJ),"Upper East Side (Manhattan, NY)"
5862,2020-03-28T09:00:16+0000,Denmark,Economic Conditions and Trends,Nationalization of Industry
5863,2020-03-29T09:00:13+0000,Black People,Art,New York Times
5864,2020-03-27T22:30:10+0000,Dogs,Fashion and Apparel,AMERICAN KENNEL CLUB
5865,2020-03-28T09:00:12+0000,Seeds,Gardens and Gardening,Corn
5866,2020-03-27T16:20:48+0000,Thalidomide (Drug),"Barry, Dan",Chernobyl (Ukraine)
5867,2020-03-27T04:03:53+0000,Coronavirus (2019-nCoV),Stimulus (Economic),United States International Relations
5868,2020-03-28T04:01:51+0000,Coronavirus (2019-nCoV),Quarantines,Politics and Government
5869,2020-03-27T09:00:41+0000,Real Estate and Housing (Residential),Condominiums,"Hudson Yards (Manhattan, NY)"
5870,2020-03-27T04:00:10+0000,Politics and Government,Deaths (Fatalities),Coronavirus (2019-nCoV)
5871,2020-03-27T18:28:09+0000,Philanthropy,Coronavirus (2019-nCoV),Stimulus (Economic)
5872,2020-03-28T12:00:06+0000,Running,Sneakers,Exercise
5873,2020-03-27T18:44:42+0000,Coronavirus (2019-nCoV),Quarantines,Influenza
5874,2020-03-27T23:30:55+0000,Coronavirus (2019-nCoV),Pregnancy and Childbirth,Medicine and Health
5875,2020-03-27T16:47:50+0000,Deferred Action for Childhood Arrivals,Coronavirus (2019-nCoV),Supreme Court (US)
5876,2020-03-27T09:00:27+0000,Coronavirus (2019-nCoV),Quarantines,Italy
5877,2020-03-27T09:00:26+0000,Coronavirus (2019-nCoV),Stocks and Bonds,Personal Finances
5878,2020-03-27T23:10:19+0000,United States Politics and Government,Law and Legislation,Surveillance of Citizens by Government
5879,2020-03-27T09:00:20+0000,United States Economy,Stimulus (Economic),Credit and Debt
5880,2020-03-27T09:00:21+0000,Dogs,Coronavirus (2019-nCoV),New York City
5881,2020-03-28T09:00:08+0000,Presidential Election of 2020,Debates (Political),Primaries and Caucuses
5882,2020-03-27T09:00:01+0000,Books and Literature,"Vonnegut, Kurt Jr",GALAPAGOS (BOOK)
5883,2020-03-28T14:20:32+0000,Books and Literature,Dragon Hoops (Book),"Yang, Gene Luen"
5884,2020-03-28T00:07:53+0000,"Prices (Fares, Fees and Rates)",Attorneys General,AMAZON.COM INC
5885,2020-03-27T09:00:35+0000,Presidential Election of 2020,"AGE, CHRONOLOGICAL",Polls and Public Opinion
5886,2020-03-28T09:00:08+0000,Presidential Election of 2020,Debates (Political),Primaries and Caucuses
5887,2020-03-27T23:10:19+0000,United States Politics and Government,Law and Legislation,Surveillance of Citizens by Government
5888,2020-03-27T09:00:01+0000,Books and Literature,"Vonnegut, Kurt Jr",GALAPAGOS (BOOK)
5889,2020-03-28T01:07:08+0000,United States Politics and Government,Law and Legislation,Signing Statements
5890,2020-03-28T14:20:32+0000,Books and Literature,Dragon Hoops (Book),"Yang, Gene Luen"
5891,2020-03-27T22:31:42+0000,Coronavirus (2019-nCoV),New Rochelle (NY),Quarantines
5892,2020-03-27T22:33:21+0000,"Bose, Lucia (1931-2020)",Deaths (Obituaries),ACTORS AND ACTRESSES
5893,2020-03-27T09:02:31+0000,Computers and the Internet,Social Media,Opera
5894,2020-03-27T09:00:20+0000,Animal Cognition,Dogs,Coronavirus (2019-nCoV)
5895,2020-03-27T11:26:17+0000,Russia,"Davydov, Sergei V",Courts and the Judiciary
5896,2020-03-27T09:00:27+0000,Coronavirus (2019-nCoV),Quarantines,Italy
5897,2020-03-27T09:00:20+0000,United States Economy,Stimulus (Economic),Credit and Debt
5898,2020-03-27T09:00:21+0000,Dogs,Coronavirus (2019-nCoV),New York City
5899,2020-03-27T09:00:26+0000,Coronavirus (2019-nCoV),Stocks and Bonds,Personal Finances
5900,2020-03-27T18:44:42+0000,Coronavirus (2019-nCoV),Quarantines,Influenza
5901,2020-03-28T00:07:53+0000,"Prices (Fares, Fees and Rates)",Attorneys General,AMAZON.COM INC
5902,2020-03-27T09:00:35+0000,Presidential Election of 2020,"AGE, CHRONOLOGICAL",Polls and Public Opinion
5903,2020-03-27T23:33:31+0000,Coronavirus (2019-nCoV),"Birx, Deborah L","Fauci, Anthony S"
5904,2020-03-27T09:00:15+0000,Shutdowns (Institutional),Television,Shopping and Retail
5905,2020-03-28T09:00:08+0000,"Kramer, Larry (1935- )",ACQUIRED IMMUNE DEFICIENCY SYNDROME,Coronavirus (2019-nCoV)
5906,2020-03-27T13:00:11+0000,Baseball,Brooklyn Dodgers,"Ebbets Field (Brooklyn, NY)"
5907,2020-03-28T17:29:20+0000,Coronavirus (2019-nCoV),Tests (Medical),Centers for Disease Control and Prevention
5908,2020-03-27T09:27:56+0000,New York City,Coronavirus (2019-nCoV),"Cuomo, Andrew M"
5909,2020-03-27T07:50:41+0000,Layoffs and Job Reductions,Coronavirus (2019-nCoV),Unemployment
5910,2020-03-28T22:41:05+0000,Global Warming,Environment,Greenhouse Gas Emissions
5911,2020-03-27T09:00:28+0000,"Medjellekh, Redha",Dancing,"AILEY, ALVIN, AMERICAN DANCE THEATER"
5912,2020-03-28T16:31:31+0000,Coronavirus (2019-nCoV),"Fauci, Anthony S","Trump, Donald J"
5913,2020-03-27T20:23:47+0000,"Cohn, Romi (1929-2020)",Deaths (Obituaries),Jews and Judaism
5914,2020-03-28T09:00:29+0000,Black Holes (Space),Event Horizon Telescope,Telescopes and Observatories
5915,2020-03-28T09:00:15+0000,Chickens,Eggs,Coronavirus (2019-nCoV)
5916,2020-03-27T20:20:33+0000,The Daily (Radio Program),Podcasts,Newsletters
5917,2020-03-29T19:00:06+0000,United States Politics and Government,Disasters and Emergencies,"Trump, Donald J"
5918,2020-03-27T07:01:04+0000,Movies,Uncorked (Movie),"Penny, Prentice (1973- )"
5919,2020-03-27T19:00:09+0000,Women and Girls,Labor and Jobs,Hygiene and Cleanliness
5920,2020-03-27T07:50:41+0000,Layoffs and Job Reductions,Coronavirus (2019-nCoV),Unemployment
5921,2020-03-28T22:41:05+0000,Global Warming,Environment,Greenhouse Gas Emissions
5922,2020-03-27T09:00:28+0000,"Medjellekh, Redha",Dancing,"AILEY, ALVIN, AMERICAN DANCE THEATER"
5923,2020-03-28T08:13:36+0000,Coronavirus (2019-nCoV),Sweden,Denmark
5924,2020-03-28T19:25:42+0000,Russia,Venezuela,"Maduro, Nicolas"
5925,2020-03-28T16:31:31+0000,Coronavirus (2019-nCoV),"Fauci, Anthony S","Trump, Donald J"
5926,2020-03-27T04:09:41+0000,Coronavirus (2019-nCoV),Standard & Poor's 500-Stock Index,United States Economy
5927,2020-03-27T13:00:11+0000,Baseball,Brooklyn Dodgers,"Ebbets Field (Brooklyn, NY)"
5928,2020-03-27T09:00:38+0000,Writing and Writers,Books and Literature,Travel and Vacations
5929,2020-03-28T09:00:08+0000,"Kramer, Larry (1935- )",ACQUIRED IMMUNE DEFICIENCY SYNDROME,Coronavirus (2019-nCoV)
5930,2020-03-28T19:00:06+0000,Coronavirus (2019-nCoV),Germany,Deaths (Fatalities)
5931,2020-03-28T17:29:20+0000,Coronavirus (2019-nCoV),Tests (Medical),Centers for Disease Control and Prevention
5932,2020-03-27T13:30:08+0000,Coronavirus (2019-nCoV),Computers and the Internet,Videophones and Videoconferencing
5933,2020-03-29T16:00:08+0000,Stuyvesant High School,ADMISSIONS STANDARDS,Race and Ethnicity
5934,2020-03-28T19:19:21+0000,Coronavirus (2019-nCoV),Instacart,Supermarkets and Grocery Stores
5935,2020-03-28T18:30:07+0000,Coronavirus (2019-nCoV),Drug Abuse and Traffic,Child Abuse and Neglect
5936,2020-03-27T22:37:07+0000,"Cuomo, Andrew M",New York State,Politics and Government
5937,2020-03-29T17:42:26+0000,Art,Suits and Litigation (Civil),"Blumenthal,  Robert, Gallery (Manhattan, NY)"
5938,2020-03-27T20:55:43+0000,Art,Coronavirus (2019-nCoV),"Zwirner, David, Gallery"
5939,2020-03-27T22:37:07+0000,"Cuomo, Andrew M",New York State,Politics and Government
5940,2020-03-27T13:30:08+0000,Coronavirus (2019-nCoV),Computers and the Internet,Videophones and Videoconferencing
5941,2020-03-29T16:00:08+0000,Stuyvesant High School,ADMISSIONS STANDARDS,Race and Ethnicity
5942,2020-03-28T19:19:21+0000,Coronavirus (2019-nCoV),Instacart,Supermarkets and Grocery Stores
5943,2020-03-28T19:00:06+0000,Coronavirus (2019-nCoV),Germany,Deaths (Fatalities)
